Distance,Time,yyyy-mm-dd_HH-MM-SS
5530.3465,78.6623,2024-07-16_21-28-18
5599.402,79.42225,2024-07-16_21-28-18
5634.4273,80.19538,2024-07-16_21-28-19
5653.0926,80.96575,2024-07-16_21-28-20
5703.873,81.72147,2024-07-16_21-28-21
5732.7421,82.49538,2024-07-16_21-28-21
5748.1099,83.25252,2024-07-16_21-28-22
5789.141,84.02547,2024-07-16_21-28-23
5797.3965,84.78626,2024-07-16_21-28-24
5223.8662,85.55499,2024-07-16_21-28-24
5105.9438,86.32518,2024-07-16_21-28-25
5491.8408,87.08506,2024-07-16_21-28-26
5592.191,87.85975,2024-07-16_21-28-27
6194.94,88.6153,2024-07-16_21-28-28
6337.1221,89.38938,2024-07-16_21-28-28
6282.7839,90.14787,2024-07-16_21-28-29
6218.2337,90.92289,2024-07-16_21-28-30
6056.6469,91.68122,2024-07-16_21-28-31
6000.0715,92.45452,2024-07-16_21-28-31
5872.3999,93.22661,2024-07-16_21-28-32
5863.3072,93.9824,2024-07-16_21-28-33
5399.5411,94.75595,2024-07-16_21-28-34
5325.1032,95.51385,2024-07-16_21-28-34
5272.7257,96.28008,2024-07-16_21-28-35
5345.521,97.056,2024-07-16_21-28-36
5382.4131,97.81312,2024-07-16_21-28-37
5355.2127,98.58746,2024-07-16_21-28-37
5367.1095,99.34609,2024-07-16_21-28-38
5421.1313,100.1206,2024-07-16_21-28-39
5561.7029,100.8799,2024-07-16_21-28-40
5657.0588,101.6534,2024-07-16_21-28-41
5697.3853,102.4139,2024-07-16_21-28-41
5795.4008,103.174,2024-07-16_21-28-42
5865.1659,103.9461,2024-07-16_21-28-43
5789.97,104.7033,2024-07-16_21-28-44
5807.3426,105.4755,2024-07-16_21-28-44
5838.1713,106.2464,2024-07-16_21-28-45
5249.9786,107.0163,2024-07-16_21-28-46
5556.5428,107.7786,2024-07-16_21-28-47
5718.6179,108.538,2024-07-16_21-28-47
5663.0701,109.3108,2024-07-16_21-28-48
5699.7283,110.0704,2024-07-16_21-28-49
5684.5933,110.8414,2024-07-16_21-28-50
5646.2116,111.6003,2024-07-16_21-28-50
5584.0659,112.3684,2024-07-16_21-28-51
5595.5776,113.1413,2024-07-16_21-28-52
5649.423,113.8974,2024-07-16_21-28-53
5673.9991,114.6845,2024-07-16_21-28-54
5683.7395,115.4525,2024-07-16_21-28-54
5710.3178,116.2119,2024-07-16_21-28-55
5680.0645,116.9778,2024-07-16_21-28-56
5681.9273,117.7502,2024-07-16_21-28-57
5723.4544,118.5034,2024-07-16_21-28-57
5753.2422,119.2792,2024-07-16_21-28-58
5833.2452,120.0434,2024-07-16_21-28-59
5781.217,120.8155,2024-07-16_21-29-00
5754.0924,121.574,2024-07-16_21-29-00
5766.7158,122.3479,2024-07-16_21-29-01
5689.0328,123.1056,2024-07-16_21-29-02
5717.5707,123.8797,2024-07-16_21-29-03
5716.348,124.6376,2024-07-16_21-29-04
5713.9242,125.4079,2024-07-16_21-29-04
5702.7173,126.1661,2024-07-16_21-29-05
5688.1755,126.934,2024-07-16_21-29-06
5643.2585,127.7062,2024-07-16_21-29-07
5669.1873,128.4787,2024-07-16_21-29-07
5729.1262,129.2373,2024-07-16_21-29-08
5734.9219,130.0073,2024-07-16_21-29-09
5700.4238,130.7665,2024-07-16_21-29-10
5706.7091,131.5384,2024-07-16_21-29-10
5837.8014,132.3085,2024-07-16_21-29-11
5855.7357,133.0627,2024-07-16_21-29-12
5801.3265,133.8367,2024-07-16_21-29-13
5820.6737,134.6081,2024-07-16_21-29-14
5769.5546,135.3637,2024-07-16_21-29-14
5735.2923,136.1372,2024-07-16_21-29-15
5740.5488,136.8954,2024-07-16_21-29-16
5773.6795,137.6701,2024-07-16_21-29-17
5799.4722,138.4268,2024-07-16_21-29-17
5827.1781,139.201,2024-07-16_21-29-18
5922.6212,139.9677,2024-07-16_21-29-19
5927.1323,140.736,2024-07-16_21-29-20
5992.3901,141.4917,2024-07-16_21-29-20
5920.7922,142.2699,2024-07-16_21-29-21
5919.3162,143.026,2024-07-16_21-29-22
5920.4245,143.7957,2024-07-16_21-29-23
5916.482,144.5682,2024-07-16_21-29-23
5903.6163,145.3371,2024-07-16_21-29-24
5939.2221,146.093,2024-07-16_21-29-25
5862.6815,146.8684,2024-07-16_21-29-26
5880.5152,147.627,2024-07-16_21-29-27
5995.8628,148.402,2024-07-16_21-29-27
6103.1888,149.1568,2024-07-16_21-29-28
6085.7632,149.9293,2024-07-16_21-29-29
5979.7511,150.6863,2024-07-16_21-29-30
5898.916,151.4576,2024-07-16_21-29-30
5824.1782,152.234,2024-07-16_21-29-31
5786.492,153.0006,2024-07-16_21-29-32
5751.0089,153.7589,2024-07-16_21-29-33
5808.5398,154.5312,2024-07-16_21-29-33
5790.6242,155.2966,2024-07-16_21-29-34
5789.6507,156.0558,2024-07-16_21-29-35
5700.8756,156.829,2024-07-16_21-29-36
5659.671,157.5868,2024-07-16_21-29-36
5692.2291,158.3615,2024-07-16_21-29-37
5688.9245,159.1159,2024-07-16_21-29-38
5756.3052,159.8896,2024-07-16_21-29-39
5768.2206,160.6631,2024-07-16_21-29-40
5811.0402,161.421,2024-07-16_21-29-40
5731.7993,162.1865,2024-07-16_21-29-41
5749.7204,162.954,2024-07-16_21-29-42
5702.7921,163.7292,2024-07-16_21-29-43
5659.7216,164.4872,2024-07-16_21-29-43
5621.9054,165.2584,2024-07-16_21-29-44
5634.357,166.0159,2024-07-16_21-29-45
5647.2863,166.7886,2024-07-16_21-29-46
5766.9153,167.5498,2024-07-16_21-29-46
5776.2601,168.3264,2024-07-16_21-29-47
5830.6209,169.0871,2024-07-16_21-29-48
5959.6511,169.8473,2024-07-16_21-29-49
5925.064,170.6217,2024-07-16_21-29-50
5945.1503,171.3913,2024-07-16_21-29-50
5976.2728,172.152,2024-07-16_21-29-51
5966.3967,172.9192,2024-07-16_21-29-52
6071.0412,173.6793,2024-07-16_21-29-53
6089.7027,174.4522,2024-07-16_21-29-53
6263.7825,175.2238,2024-07-16_21-29-54
6261.6135,175.9809,2024-07-16_21-29-55
6241.2867,176.7576,2024-07-16_21-29-56
6230.3572,177.5162,2024-07-16_21-29-56
6198.1667,178.2879,2024-07-16_21-29-57
6198.139,179.0554,2024-07-16_21-29-58
6201.0884,179.8149,2024-07-16_21-29-59
6202.1976,180.5898,2024-07-16_21-29-59
6202.3289,181.3592,2024-07-16_21-30-00
6197.7106,182.1163,2024-07-16_21-30-01
6217.8286,182.8843,2024-07-16_21-30-02
6226.6663,183.6569,2024-07-16_21-30-03
6224.9435,184.4138,2024-07-16_21-30-03
6257.1625,185.1858,2024-07-16_21-30-04
6235.0432,185.9579,2024-07-16_21-30-05
6210.4585,186.7178,2024-07-16_21-30-06
6214.6294,187.4841,2024-07-16_21-30-06
6238.9471,188.255,2024-07-16_21-30-07
6212.17,189.0162,2024-07-16_21-30-08
6162.3213,189.7858,2024-07-16_21-30-09
6178.8139,190.5463,2024-07-16_21-30-09
6121.4076,191.3083,2024-07-16_21-30-10
6120.8489,192.0796,2024-07-16_21-30-11
6075.9062,192.8561,2024-07-16_21-30-12
6017.4141,193.6108,2024-07-16_21-30-13
6002.064,194.3845,2024-07-16_21-30-13
5982.7527,195.1531,2024-07-16_21-30-14
6065.1031,195.9119,2024-07-16_21-30-15
6068.3508,196.6834,2024-07-16_21-30-16
6105.0488,197.4534,2024-07-16_21-30-16
6145.6309,198.2108,2024-07-16_21-30-17
6078.9418,198.9845,2024-07-16_21-30-18
6179.8811,199.7448,2024-07-16_21-30-19
6167.078,200.5195,2024-07-16_21-30-19
6195.3692,201.2763,2024-07-16_21-30-20
6209.6051,202.0476,2024-07-16_21-30-21
6225.6003,202.8156,2024-07-16_21-30-22
7143.0694,203.5745,2024-07-16_21-30-22
8964.4799,204.3467,2024-07-16_21-30-23
9081.4169,205.1181,2024-07-16_21-30-24
9145.2566,205.8743,2024-07-16_21-30-25
8804.0347,206.6462,2024-07-16_21-30-26
8454.6424,207.4054,2024-07-16_21-30-26
8321.3844,208.182,2024-07-16_21-30-27
8648.2151,208.9407,2024-07-16_21-30-28
8428.663,209.7162,2024-07-16_21-30-29
8535.0307,210.4718,2024-07-16_21-30-29
8725.935,211.2381,2024-07-16_21-30-30
8876.6942,212.0121,2024-07-16_21-30-31
8822.7636,212.7829,2024-07-16_21-30-32
8681.5676,213.5362,2024-07-16_21-30-32
9048.0162,214.3109,2024-07-16_21-30-33
9064.9784,215.0708,2024-07-16_21-30-34
9212.4497,215.8433,2024-07-16_21-30-35
9188.1196,216.6035,2024-07-16_21-30-35
8895.9554,217.3735,2024-07-16_21-30-36
9040.2123,218.1477,2024-07-16_21-30-37
8774.1628,218.9029,2024-07-16_21-30-38
8860.3086,219.6761,2024-07-16_21-30-39
7836.2285,220.435,2024-07-16_21-30-39
6543.5442,221.212,2024-07-16_21-30-40
5900.3755,221.9703,2024-07-16_21-30-41
5896.3006,222.7456,2024-07-16_21-30-42
5813.3441,223.5079,2024-07-16_21-30-42
5878.1146,224.2681,2024-07-16_21-30-43
5804.516,225.0453,2024-07-16_21-30-44
5708.7718,225.8029,2024-07-16_21-30-45
5688.0166,226.5783,2024-07-16_21-30-45
5671.019,227.3342,2024-07-16_21-30-46
5628.8286,228.1056,2024-07-16_21-30-47
5572.9683,228.8757,2024-07-16_21-30-48
5723.0821,229.6332,2024-07-16_21-30-49
7480.6893,230.4095,2024-07-16_21-30-49
7451.4746,231.169,2024-07-16_21-30-50
7606.9621,231.9469,2024-07-16_21-30-51
7811.9303,232.7033,2024-07-16_21-30-52
7806.3989,233.4683,2024-07-16_21-30-52
7800.8269,234.2344,2024-07-16_21-30-53
7954.0674,235.0072,2024-07-16_21-30-54
8031.4792,235.7734,2024-07-16_21-30-55
7965.2937,236.5456,2024-07-16_21-30-55
7787.1086,237.3028,2024-07-16_21-30-56
7851.2751,238.0778,2024-07-16_21-30-57
7777.6619,238.8308,2024-07-16_21-30-58
7801.2659,239.603,2024-07-16_21-30-58
7784.8011,240.365,2024-07-16_21-30-59
7878.6203,241.1403,2024-07-16_21-31-00
7900.9373,241.9031,2024-07-16_21-31-01
7796.0568,242.6736,2024-07-16_21-31-02
7656.3936,243.4433,2024-07-16_21-31-02
7678.1048,244.2115,2024-07-16_21-31-03
7807.0114,244.9675,2024-07-16_21-31-04
7850.2584,245.7358,2024-07-16_21-31-05
7774.1261,246.5054,2024-07-16_21-31-05
7678.5796,247.2694,2024-07-16_21-31-06
7656.2622,248.0389,2024-07-16_21-31-07
7752.9954,248.8112,2024-07-16_21-31-08
7790.3568,249.5691,2024-07-16_21-31-08
7788.7669,250.3421,2024-07-16_21-31-09
7783.5076,251.0946,2024-07-16_21-31-10
7835.9413,251.8714,2024-07-16_21-31-11
7735.891,252.6282,2024-07-16_21-31-12
7746.3964,253.4033,2024-07-16_21-31-12
7793.7081,254.1636,2024-07-16_21-31-13
7719.6008,254.937,2024-07-16_21-31-14
7523.8829,255.6938,2024-07-16_21-31-15
7484.5419,256.4695,2024-07-16_21-31-15
7511.1182,257.229,2024-07-16_21-31-16
7419.687,257.9984,2024-07-16_21-31-17
7255.2055,258.7681,2024-07-16_21-31-18
7207.2837,259.5391,2024-07-16_21-31-18
7346.7502,260.2937,2024-07-16_21-31-19
7388.7942,261.0637,2024-07-16_21-31-20
7292.3577,261.826,2024-07-16_21-31-21
7300.6453,262.6009,2024-07-16_21-31-21
7199.814,263.3596,2024-07-16_21-31-22
7007.4538,264.133,2024-07-16_21-31-23
7184.884,264.9037,2024-07-16_21-31-24
7378.8417,265.6632,2024-07-16_21-31-25
7292.0789,266.4391,2024-07-16_21-31-25
7317.5238,267.1926,2024-07-16_21-31-26
7425.1903,267.9668,2024-07-16_21-31-27
7512.2631,268.7262,2024-07-16_21-31-28
7509.1209,269.502,2024-07-16_21-31-28
7667.7771,270.2596,2024-07-16_21-31-29
7823.2823,271.0375,2024-07-16_21-31-30
7659.0076,271.7958,2024-07-16_21-31-31
7762.466,272.568,2024-07-16_21-31-31
7963.0173,273.3261,2024-07-16_21-31-32
7804.1105,274.1004,2024-07-16_21-31-33
7723.1015,274.8607,2024-07-16_21-31-34
7822.3105,275.6362,2024-07-16_21-31-35
7915.8574,276.3948,2024-07-16_21-31-35
7871.7402,277.1676,2024-07-16_21-31-36
7734.8398,277.9236,2024-07-16_21-31-37
7842.5003,278.6974,2024-07-16_21-31-38
7901.8741,279.4701,2024-07-16_21-31-38
7776.4493,280.2277,2024-07-16_21-31-39
7744.7926,281.0017,2024-07-16_21-31-40
7792.1039,281.7587,2024-07-16_21-31-41
7672.9122,282.529,2024-07-16_21-31-41
7478.8147,283.2896,2024-07-16_21-31-42
7472.1785,284.0617,2024-07-16_21-31-43
7493.5293,284.8198,2024-07-16_21-31-44
7543.2404,285.5919,2024-07-16_21-31-44
7477.7802,286.3663,2024-07-16_21-31-45
7621.4146,287.1242,2024-07-16_21-31-46
7715.649,287.8985,2024-07-16_21-31-47
7628.124,288.6586,2024-07-16_21-31-48
7623.1241,289.422,2024-07-16_21-31-48
7811.7463,290.1944,2024-07-16_21-31-49
8016.5271,290.951,2024-07-16_21-31-50
8021.8469,291.7263,2024-07-16_21-31-51
7892.8326,292.4968,2024-07-16_21-31-51
8031.7437,293.2662,2024-07-16_21-31-52
8103.4166,294.0225,2024-07-16_21-31-53
8138.6567,294.7964,2024-07-16_21-31-54
8126.7184,295.5547,2024-07-16_21-31-54
8256.9549,296.3278,2024-07-16_21-31-55
8237.0865,297.0862,2024-07-16_21-31-56
8248.3397,297.8582,2024-07-16_21-31-57
8499.0643,298.6301,2024-07-16_21-31-58
8554.4301,299.3891,2024-07-16_21-31-58
8581.3342,300.1632,2024-07-16_21-31-59
8582.7117,300.921,2024-07-16_21-32-00
8474.9584,301.6897,2024-07-16_21-32-01
8483.0307,302.4636,2024-07-16_21-32-01
8538.2263,303.2219,2024-07-16_21-32-02
8552.9093,303.9985,2024-07-16_21-32-03
8645.9048,304.7558,2024-07-16_21-32-04
8626.2929,305.5305,2024-07-16_21-32-04
8565.7423,306.2866,2024-07-16_21-32-05
8458.0374,307.0627,2024-07-16_21-32-06
8138.1345,307.8185,2024-07-16_21-32-07
8292.0083,308.5921,2024-07-16_21-32-07
8213.9044,309.35,2024-07-16_21-32-08
7818.2535,310.1275,2024-07-16_21-32-09
6168.567,310.888,2024-07-16_21-32-10
5474.6073,311.6537,2024-07-16_21-32-11
5401.4506,312.4284,2024-07-16_21-32-11
5400.8387,313.1835,2024-07-16_21-32-12
5415.3559,313.9595,2024-07-16_21-32-13
5443.1666,314.716,2024-07-16_21-32-14
5422.9371,315.4905,2024-07-16_21-32-14
5501.208,316.2491,2024-07-16_21-32-15
5455.7154,317.0237,2024-07-16_21-32-16
5479.8896,317.7828,2024-07-16_21-32-17
5473.4586,318.557,2024-07-16_21-32-17
5531.7788,319.3286,2024-07-16_21-32-18
5587.5422,320.0882,2024-07-16_21-32-19
5595.5872,320.8629,2024-07-16_21-32-20
5598.4637,321.6165,2024-07-16_21-32-21
5496.9931,322.3915,2024-07-16_21-32-21
5544.3168,323.1658,2024-07-16_21-32-22
5622.8833,323.9241,2024-07-16_21-32-23
5582.3441,324.6944,2024-07-16_21-32-24
5540.1209,325.4572,2024-07-16_21-32-24
5528.6348,326.2208,2024-07-16_21-32-25
5493.7694,326.9903,2024-07-16_21-32-26
5468.6764,327.7499,2024-07-16_21-32-27
5473.4553,328.5279,2024-07-16_21-32-27
5515.1599,329.2893,2024-07-16_21-32-28
5548.8938,330.0623,2024-07-16_21-32-29
5499.5471,330.8206,2024-07-16_21-32-30
5522.1982,331.5974,2024-07-16_21-32-30
5522.0633,332.3562,2024-07-16_21-32-31
5448.6738,333.1249,2024-07-16_21-32-32
5472.7321,333.8833,2024-07-16_21-32-33
5445.0054,334.6592,2024-07-16_21-32-34
5420.0407,335.4177,2024-07-16_21-32-34
5448.386,336.1934,2024-07-16_21-32-35
5393.9489,336.9506,2024-07-16_21-32-36
5343.536,337.7238,2024-07-16_21-32-37
5344.6061,338.4964,2024-07-16_21-32-37
5319.8665,339.2568,2024-07-16_21-32-38
5348.2486,340.0267,2024-07-16_21-32-39
5271.2512,340.783,2024-07-16_21-32-40
5158.5842,341.5517,2024-07-16_21-32-40
5184.9298,342.3302,2024-07-16_21-32-41
5211.8874,343.09,2024-07-16_21-32-42
5229.2706,343.8586,2024-07-16_21-32-43
5216.002,344.6161,2024-07-16_21-32-44
5268.4184,345.3858,2024-07-16_21-32-44
5250.2425,346.1581,2024-07-16_21-32-45
5273.194,346.9149,2024-07-16_21-32-46
5401.8305,347.6871,2024-07-16_21-32-47
5507.0181,348.4491,2024-07-16_21-32-47
5495.7402,349.2181,2024-07-16_21-32-48
5628.5157,349.9922,2024-07-16_21-32-49
5535.073,350.7488,2024-07-16_21-32-50
5502.5419,351.5225,2024-07-16_21-32-50
5487.1796,352.2959,2024-07-16_21-32-51
5447.1414,353.0645,2024-07-16_21-32-52
5559.2127,353.8204,2024-07-16_21-32-53
5568.5852,354.593,2024-07-16_21-32-53
5507.7182,355.3651,2024-07-16_21-32-54
5479.2265,356.1224,2024-07-16_21-32-55
5427.9319,356.8943,2024-07-16_21-32-56
5399.5908,357.6651,2024-07-16_21-32-57
5384.1537,358.421,2024-07-16_21-32-57
5501.2999,359.1921,2024-07-16_21-32-58
5549.822,359.9659,2024-07-16_21-32-59
5523.253,360.7225,2024-07-16_21-33-00
5434.653,361.499,2024-07-16_21-33-00
5439.9454,362.2605,2024-07-16_21-33-01
5512.0622,363.0184,2024-07-16_21-33-02
5474.8755,363.7878,2024-07-16_21-33-03
5363.0764,364.559,2024-07-16_21-33-03
5271.924,365.3281,2024-07-16_21-33-04
5212.419,366.0857,2024-07-16_21-33-05
5177.1817,366.8602,2024-07-16_21-33-06
5131.8142,367.6212,2024-07-16_21-33-07
5013.231,368.398,2024-07-16_21-33-07
4971.8972,369.1538,2024-07-16_21-33-08
4951.3751,369.9241,2024-07-16_21-33-09
4878.7634,370.6972,2024-07-16_21-33-10
4892.0472,371.457,2024-07-16_21-33-10
4878.5143,372.2301,2024-07-16_21-33-11
4835.9494,372.9886,2024-07-16_21-33-12
4794.5582,373.7629,2024-07-16_21-33-13
4697.5328,374.5213,2024-07-16_21-33-13
4828.8259,375.2925,2024-07-16_21-33-14
4661.3727,376.0533,2024-07-16_21-33-15
4669.6263,376.8144,2024-07-16_21-33-16
4670.2081,377.589,2024-07-16_21-33-16
4838.2132,378.3621,2024-07-16_21-33-17
4929.1687,379.1202,2024-07-16_21-33-18
4926.1832,379.8902,2024-07-16_21-33-19
4916.4549,380.6475,2024-07-16_21-33-20
4985.7275,381.422,2024-07-16_21-33-20
5009.5612,382.1779,2024-07-16_21-33-21
5016.3906,382.9506,2024-07-16_21-33-22
5040.5721,383.7095,2024-07-16_21-33-23
5015.3012,384.4847,2024-07-16_21-33-23
5059.2315,385.2962,2024-07-16_21-33-24
4997.9279,386.0165,2024-07-16_21-33-25
4981.1971,386.778,2024-07-16_21-33-26
4977.833,387.5491,2024-07-16_21-33-26
5004.8787,388.3207,2024-07-16_21-33-27
4996.1382,389.0776,2024-07-16_21-33-28
5004.5619,389.8554,2024-07-16_21-33-29
4976.1436,390.6079,2024-07-16_21-33-30
4972.9844,391.3807,2024-07-16_21-33-30
4961.6196,392.1481,2024-07-16_21-33-31
4965.3,392.9139,2024-07-16_21-33-32
4953.6139,393.6786,2024-07-16_21-33-33
4983.6094,394.4514,2024-07-16_21-33-33
4983.6298,395.2081,2024-07-16_21-33-34
5097.828,395.9829,2024-07-16_21-33-35
5076.296,396.7567,2024-07-16_21-33-36
5015.1079,397.516,2024-07-16_21-33-36
5066.1063,398.2886,2024-07-16_21-33-37
5108.8066,399.0458,2024-07-16_21-33-38
5151.8108,399.8182,2024-07-16_21-33-39
5277.5078,400.5793,2024-07-16_21-33-39
5332.4089,401.3588,2024-07-16_21-33-40
5377.1266,402.1679,2024-07-16_21-33-41
5411.4182,402.8925,2024-07-16_21-33-42
5479.0541,403.6476,2024-07-16_21-33-43
5534.182,404.4215,2024-07-16_21-33-43
5532.8466,405.1851,2024-07-16_21-33-44
5469.488,405.9441,2024-07-16_21-33-45
5490.5289,406.7151,2024-07-16_21-33-46
5571.8614,407.4931,2024-07-16_21-33-46
5711.2503,408.2459,2024-07-16_21-33-47
5579.5061,409.0131,2024-07-16_21-33-48
5543.8168,409.7849,2024-07-16_21-33-49
5722.0694,410.555,2024-07-16_21-33-49
5675.9231,411.3122,2024-07-16_21-33-50
5741.8418,412.0852,2024-07-16_21-33-51
5799.9852,412.8452,2024-07-16_21-33-52
5731.2579,413.6145,2024-07-16_21-33-53
5639.0814,414.3814,2024-07-16_21-33-53
5602.9621,415.1514,2024-07-16_21-33-54
5597.1589,415.9112,2024-07-16_21-33-55
5729.614,416.6781,2024-07-16_21-33-56
5755.2269,417.4477,2024-07-16_21-33-56
5734.551,418.219,2024-07-16_21-33-57
5837.4529,418.9895,2024-07-16_21-33-58
5815.2913,419.7467,2024-07-16_21-33-59
5697.695,420.5148,2024-07-16_21-33-59
5706.8538,421.2878,2024-07-16_21-34-00
5646.6142,422.0479,2024-07-16_21-34-01
5629.8348,422.808,2024-07-16_21-34-02
5732.0935,423.5776,2024-07-16_21-34-02
5800.5392,424.3522,2024-07-16_21-34-03
5924.6362,425.106,2024-07-16_21-34-04
5984.8846,425.8882,2024-07-16_21-34-05
6044.1551,426.6455,2024-07-16_21-34-06
6043.2867,427.4166,2024-07-16_21-34-06
6093.8621,428.1828,2024-07-16_21-34-07
6060.9639,428.9505,2024-07-16_21-34-08
6098.8418,429.7086,2024-07-16_21-34-09
6118.5134,430.4812,2024-07-16_21-34-09
6141.1662,431.2384,2024-07-16_21-34-10
6060.8858,432.0131,2024-07-16_21-34-11
6030.5743,432.7771,2024-07-16_21-34-12
5942.1163,433.5453,2024-07-16_21-34-12
5948.9956,434.3032,2024-07-16_21-34-13
6000.7401,435.072,2024-07-16_21-34-14
5949.4781,435.8451,2024-07-16_21-34-15
5914.6856,436.6165,2024-07-16_21-34-16
5881.247,437.3751,2024-07-16_21-34-16
5908.4259,438.1505,2024-07-16_21-34-17
5998.8341,438.9068,2024-07-16_21-34-18
6004.0606,439.6761,2024-07-16_21-34-19
5953.5034,440.4459,2024-07-16_21-34-19
5890.9246,441.2054,2024-07-16_21-34-20
6011.443,441.9746,2024-07-16_21-34-21
6002.1822,442.7449,2024-07-16_21-34-22
5891.803,443.5036,2024-07-16_21-34-22
5863.598,444.2755,2024-07-16_21-34-23
5881.7862,445.0325,2024-07-16_21-34-24
5858.1527,445.8016,2024-07-16_21-34-25
5839.905,446.5746,2024-07-16_21-34-25
5965.9211,447.3463,2024-07-16_21-34-26
5929.0713,448.1049,2024-07-16_21-34-27
5924.125,448.8805,2024-07-16_21-34-28
