Distance,Time,,,,Time,
21.9128,561.65445,0.77151,,,,
19.3562,562.42609,0.77164,,,,
21.8838,563.1932,0.76711,,,,
16.6855,563.95667,0.76347,,,,
28.8855,564.72244,0.76577,,,,
35.9859,565.47964,0.7572,,,,
26.9487,566.25056,0.77092,,,,
14.7309,567.02692,0.77636,,,,
17.1167,567.7905,0.76358,,,,
20.4805,568.5577,0.7672,,,,
17.537,569.3234,0.7657,,,,
26.1372,570.09004,0.76664,,,,
34.3688,570.8484,0.75836,,,,
17.8897,571.62483,0.77643,,,,
19.959,572.3829,0.75807,,,,
36.2658,573.14837,0.76547,,,,
15.7528,573.92451,0.77614,,,,
29.762,574.69233,0.76782,,,,
29.1242,575.46145,0.76912,,,,
21.3113,576.21296,0.75151,,,,
35.1585,576.97939,0.76643,,,,
15.5943,577.74586,0.76647,,,,
35.0451,578.51041,0.76455,,,,
23.4677,579.29121,0.7808,,,,
28.9944,580.05085,0.75964,,,,
29.4894,580.82116,0.77031,,,,
9.5738,581.59019,0.76903,,,,
26.4544,582.35493,0.76474,,,,
24.7954,583.12299,0.76806,,,,
39.9399,583.88242,0.75943,,,,
19.5518,584.65527,0.77285,,,,
30.744,585.41014,0.75487,,,,
36.8729,586.18299,0.77285,,,,
35.7032,586.95467,0.77168,,,,
39.1332,587.71025,0.75558,,,,
17.5443,588.47942,0.76917,,,,
32.3917,589.24837,0.76895,,,,
18.6603,590.0167,0.76833,,,,
27.7014,590.78615,0.76945,,,,
39.04,591.54209,0.75594,,,,
28.8373,592.31012,0.76803,,,,
41.8073,593.07694,0.76682,,,,
23.667,593.84449,0.76755,,,,
30.8678,594.60889,0.7644,,,,
45.9427,595.37672,0.76783,,,,
21.7517,596.15026,0.77354,,,,
31.3258,596.92168,0.77142,,,,
30.5059,597.69159,0.76991,,,,
39.4271,598.44295,0.75136,,,,
35.0554,599.21206,0.76911,,,,
15.7826,599.98644,0.77438,,,,
13.9985,600.74161,0.75517,,,,
30.5264,601.52058,0.77897,,,,
34.2742,602.28095,0.76037,,,,
29.073,603.0523,0.77135,,,,
26.637,603.81258,0.76028,,,,
34.9164,604.57955,0.76697,,,,
24.4878,605.34647,0.76692,,,,
29.6144,606.12357,0.7771,,,,
14.5787,606.87869,0.75512,,,,
14.8559,607.6489,0.77021,,,,
10.4099,608.42072,0.77182,,,,
17.2472,609.1763,0.75558,,,,
21.9847,609.9471,0.7708,,,,
-2.04105,610.71916,0.77206,,,,
17.7857,611.47655,0.75739,,,,
41.9023,612.24401,0.76746,,,,
3.05417,613.01891,0.7749,,,,
39.5805,613.78967,0.77076,,,,
20.7583,614.54865,0.75898,,,,
13.9945,615.31188,0.76323,,,,
23.4853,616.0761,0.76422,,,,
14.9103,616.86051,0.78441,,,,
33.7837,617.61149,0.75098,,,,
20.9795,618.38415,0.77266,,,,
16.374,619.15418,0.77003,,,,
25.1046,619.92047,0.76629,,,,
16.2717,620.68637,0.7659,,,,
3.25538,621.45352,0.76715,,,,
10.0976,622.22373,0.77021,,,,
28.301,622.98165,0.75792,,,,
26.2242,623.74367,0.76202,,,,
32.6781,624.51251,0.76884,,,,
11.107,625.28353,0.77102,,,,
27.1352,626.05089,0.76736,,,,
29.4932,626.82037,0.76948,,,,
24.9975,627.58963,0.76926,,,,
25.6197,628.34617,0.75654,,,,
36.0791,629.11282,0.76665,,,,
20.7262,629.88597,0.77315,,,,
15.7319,630.64483,0.75886,,,,
21.2857,631.41521,0.77038,,,,
22.6216,632.18205,0.76684,,,,
10.7727,632.9475,0.76545,,,,
22.1593,633.71048,0.76298,,,,
23.8258,634.47233,0.76185,,,,
33.9868,635.25385,0.78152,,,,
27.815,636.00813,0.75428,,,,
12.3574,636.78577,0.77764,,,,
27.9868,637.55765,0.77188,,,,
23.0095,638.3092,0.75155,,,,
27.5027,639.08392,0.77472,,,,
35.5985,639.85513,0.77121,,,,
27.3189,640.61136,0.75623,,,,
36.5256,641.38134,0.76998,,,,
37.4428,642.15111,0.76977,,,,
19.1252,642.90707,0.75596,,,,
40.2802,643.68718,0.78011,,,,
35.5417,644.45174,0.76456,,,,
17.5445,645.21283,0.76109,,,,
31.2529,645.97864,0.76581,,,,
26.8991,646.74832,0.76968,,,,
26.4916,647.51906,0.77074,,,,
33.6418,648.28459,0.76553,,,,
18.828,649.0496,0.76501,,,,
31.2698,649.81822,0.76862,,,,
34.0978,650.57148,0.75326,,,,
18.5185,651.35319,0.78171,,,,
15.7572,652.1111,0.75791,,,,
26.0057,652.8815,0.7704,,,,
44.0225,653.63837,0.75687,,,,
18.1899,654.41519,0.77682,,,,
34.3295,655.18106,0.76587,,,,
20.1498,655.95108,0.77002,,,,
50.4584,656.71232,0.76124,,,,
19.2655,657.48228,0.76996,,,,
25.8093,658.24039,0.75811,,,,
28.5224,659.01175,0.77136,,,,
23.6096,659.7912,0.77945,,,,
41.1605,660.54418,0.75298,,,,
8.2241,661.31353,0.76935,,,,
38.3355,662.0743,0.76077,,,,
34.2846,662.84262,0.76832,,,,
37.6189,663.61455,0.77193,,,,
36.7254,664.38415,0.7696,,,,
20.9241,665.1366,0.75245,,,,
29.8701,665.90891,0.77231,,,,
36.8832,666.6844,0.77549,,,,
19.0579,667.43678,0.75238,,,,
27.7055,668.21168,0.7749,,,,
36.002,668.98258,0.7709,,,,
22.8157,669.73954,0.75696,,,,
27.8775,670.50851,0.76897,,,,
35.8863,671.2839,0.77539,,,,
38.2923,672.05532,0.77142,,,,
26.9666,672.81364,0.75832,,,,
6.12695,673.58836,0.77472,,,,
32.6379,674.3438,0.75544,,,,
29.4939,675.12356,0.77976,,,,
25.0662,675.88916,0.7656,,,,
33.5329,676.64676,0.7576,,,,
37.7307,677.41685,0.77009,,,,
18.4066,678.1836,0.76675,,,,
33.9309,678.94874,0.76514,,,,
30.3556,679.71689,0.76815,,,,
14.7313,680.47519,0.7583,,,,
50.8114,681.2445,0.76931,,,,
25.857,682.01375,0.76925,,,,
43.0399,682.78175,0.768,,,,
30.9256,683.55316,0.77141,,,,
32.4683,684.30769,0.75453,,,,
40.5897,685.07986,0.77217,,,,
18.937,685.84835,0.76849,,,,
37.7834,686.61772,0.76937,,,,
36.1163,687.37655,0.75883,,,,
19.4469,688.14601,0.76946,,,,
34.4202,688.91558,0.76957,,,,
41.2141,689.68372,0.76814,,,,
22.373,690.44121,0.75749,,,,
32.9326,691.21653,0.77532,,,,
38.6022,691.97426,0.75773,,,,
8.49307,692.75086,0.7766,,,,
25.6319,693.515,0.76414,,,,
31.0517,694.28128,0.76628,,,,
47.6382,695.04075,0.75947,,,,
11.8218,695.80872,0.76797,,,,
9.07869,696.57275,0.76403,,,,
34.8926,697.34278,0.77003,,,,
29.0807,698.11568,0.7729,,,,
28.592,698.86851,0.75283,,,,
26.7178,699.64873,0.78022,,,,
15.9915,700.40462,0.75589,,,,
38.6562,701.17815,0.77353,,,,
36.7976,701.93571,0.75756,,,,
7.28546,702.71081,0.7751,,,,
16.8035,703.46691,0.7561,,,,
23.9892,704.24078,0.77387,,,,
13.0669,705.00357,0.76279,,,,
35.4914,705.7634,0.75983,,,,
11.5982,706.53362,0.77022,,,,
26.7613,707.30528,0.77166,,,,
39.1418,708.0778,0.77252,,,,
18.0983,708.83026,0.75246,,,,
23.6335,709.59858,0.76832,,,,
23.4276,710.36867,0.77009,,,,
39.5601,711.13758,0.76891,,,,
22.2605,711.9071,0.76952,,,,
29.4483,712.66947,0.76237,,,,
14.6947,713.43317,0.7637,,,,
13.1765,714.20716,0.77399,,,,
34.4463,714.97512,0.76796,,,,
26.8928,715.73409,0.75897,,,,
25.8483,716.51546,0.78137,,,,
17.2543,717.26633,0.75087,,,,
24.7307,718.03642,0.77009,,,,
12.7347,718.80592,0.7695,,,,
11.1314,719.58055,0.77463,,,,
-1.10016,720.34411,0.76356,,,,
16.2693,721.10929,0.76518,,,,
38.5428,721.87906,0.76977,,,,
19.2237,722.63651,0.75745,,,,
25.7787,723.40894,0.77243,,,,
29.1104,724.16343,0.75449,,,,
30.5672,724.94378,0.78035,,,,
34.0289,725.69681,0.75303,,,,
12.516,726.46826,0.77145,,,,
21.5797,727.23339,0.76513,,,,
22.12,727.99706,0.76367,,,,
27.9494,728.76166,0.7646,,,,
32.8513,729.53065,0.76899,,,,
32.1411,730.30162,0.77097,,,,
34.8324,731.07206,0.77044,,,,
28.2011,731.83194,0.75988,,,,
21.1655,732.60541,0.77347,,,,
34.6321,733.37194,0.76653,,,,
28.5564,734.12951,0.75757,,,,
27.3408,734.90447,0.77496,,,,
20.5464,735.66177,0.7573,,,,
36.9066,736.43249,0.77072,,,,
25.6272,737.20605,0.77356,,,,
34.665,737.97329,0.76724,,,,
24.4989,738.72943,0.75614,,,,
18.2125,739.49413,0.7647,,,,
39.2401,740.27196,0.77783,,,,
4.8387,741.03198,0.76002,,,,
19.6136,741.80204,0.77006,,,,
43.8847,742.56951,0.76747,,,,
39.8219,743.33507,0.76556,,,,
42.8595,744.10089,0.76582,,,,
24.6921,744.87587,0.77498,,,,
47.8295,745.63372,0.75785,,,,
33.0349,746.40234,0.76862,,,,
33.6837,747.17348,0.77114,,,,
40.8105,747.93038,0.7569,,,,
28.9306,748.70324,0.77286,,,,
41.463,749.46271,0.75947,,,,
40.5759,750.23123,0.76852,,,,
52.2095,751.00811,0.77688,,,,
28.6212,751.77595,0.76784,,,,
27.4648,752.53784,0.76189,,,,
39.3677,753.29683,0.75899,,,,
47.9187,754.07113,0.7743,,,,
45.8969,754.84571,0.77458,,,,
25.3824,755.60105,0.75534,,,,
40.6955,756.3626,0.76155,,,,
37.8472,757.13385,0.77125,,,,
28.7371,757.89565,0.7618,,,,
52.3083,758.66423,0.76858,,,,
39.2042,759.42815,0.76392,,,,
59.2753,760.19551,0.76736,,,,
43.0287,760.97301,0.7775,,,,
58.9475,761.72887,0.75586,,,,
47.4881,762.50572,0.77685,,,,
35.4742,763.26923,0.76351,,,,
37.7779,764.02848,0.75925,,,,
61.884,764.80474,0.77626,,,,
59.7701,765.56701,0.76227,,,,
62.0893,766.33468,0.76767,,,,
50.9624,767.09555,0.76087,,,,
22.7456,767.86507,0.76952,,,,
41.5106,768.63597,0.7709,,,,
34.0217,769.39151,0.75554,,,,
34.9383,770.16169,0.77018,,,,
29.5788,770.93757,0.77588,,,,
46.4633,771.69598,0.75841,,,,
26.9041,772.46856,0.77258,,,,
26.4103,773.23022,0.76166,,,,
38.7447,773.99871,0.76849,,,,
43.099,774.76858,0.76987,,,,
42.497,775.53467,0.76609,,,,
42.9965,776.29002,0.75535,,,,
35.972,777.05785,0.76783,,,,
37.8601,777.8356,0.77775,,,,
49.8551,778.59113,0.75553,,,,
54.9968,779.3564,0.76527,,,,
46.6578,780.12969,0.77329,,,,
49.0157,780.89766,0.76797,,,,
44.7209,781.66245,0.76479,,,,
33.1178,782.42063,0.75818,,,,
34.0305,783.19123,0.7706,,,,
42.1676,783.96104,0.76981,,,,
45.0757,784.72858,0.76754,,,,
48.0554,785.50144,0.77286,,,,
34.602,786.2561,0.75466,,,,
32.5172,787.02985,0.77375,,,,
46.4675,787.79124,0.76139,,,,
45.7399,788.55705,0.76581,,,,
39.8586,789.32725,0.7702,,,,
43.9875,790.09989,0.77264,,,,
61.6451,790.86411,0.76422,,,,
48.7354,791.63627,0.77216,,,,
40.947,792.39693,0.76066,,,,
31.8358,793.15596,0.75903,,,,
46.0977,793.9243,0.76834,,,,
38.6147,794.69495,0.77065,,,,
34.9022,795.46698,0.77203,,,,
38.3159,796.22539,0.75841,,,,
42.638,796.98954,0.76415,,,,
28.2407,797.7588,0.76926,,,,
29.3529,798.52367,0.76487,,,,
37.2983,799.29446,0.77079,,,,
38.4569,800.05594,0.76148,,,,
29.7866,800.82884,0.7729,,,,
52.9904,801.60142,0.77258,,,,
33.0299,802.35824,0.75682,,,,
30.1294,803.12886,0.77062,,,,
29.7165,803.88672,0.75786,,,,
22.9509,804.66063,0.77391,,,,
0.691932,805.419,0.75837,,,,
42.8128,806.19139,0.77239,,,,
5.49948,806.96325,0.77186,,,,
1.73009,807.73191,0.76866,,,,
2.97305,808.49558,0.76367,,,,
20.2454,809.25822,0.76264,,,,
28.5481,810.03248,0.77426,,,,
11.6751,810.79467,0.76219,,,,
2.69425,811.56202,0.76735,,,,
25.6941,812.32144,0.75942,,,,
28.3699,813.08883,0.76739,,,,
21.9136,813.85507,0.76624,,,,
29.0218,814.62429,0.76922,,,,
47.9871,815.40015,0.77586,,,,
48.8894,816.16474,0.76459,,,,
31.8385,816.93169,0.76695,,,,
27.5757,817.68572,0.75403,,,,
46.2254,818.45686,0.77114,,,,
21.5197,819.23529,0.77843,,,,
46.8956,819.9944,0.75911,,,,
32.6986,820.75391,0.75951,,,,
29.6411,821.53046,0.77655,,,,
28.9006,822.28834,0.75788,,,,
26.6644,823.05996,0.77162,,,,
43.3413,823.83045,0.77049,,,,
22.1984,824.58615,0.7557,,,,
32.7575,825.35084,0.76469,,,,
14.0108,826.13095,0.78011,,,,
8.60166,826.88373,0.75278,,,,
11.6072,827.65151,0.76778,,,,
34.4189,828.41981,0.7683,,,,
12.9023,829.18949,0.76968,,,,
29.0744,829.95887,0.76938,,,,
29.4954,830.72755,0.76868,,,,
31.8679,831.48469,0.75714,,,,
14.7175,832.26037,0.77568,,,,
35.0942,833.02112,0.76075,,,,
16.6541,833.79348,0.77236,,,,
12.1886,834.5504,0.75692,,,,
24.3195,835.32103,0.77063,,,,
19.1341,836.09301,0.77198,,,,
28.0178,836.86449,0.77148,,,,
17.0171,837.6194,0.75491,,,,
18.7873,838.39376,0.77436,,,,
33.2099,839.16404,0.77028,,,,
19.9358,839.9321,0.76806,,,,
26.0963,840.69747,0.76537,,,,
8.24222,841.45786,0.76039,,,,
17.7213,842.22732,0.76946,,,,
29.0791,842.99061,0.76329,,,,
28.8829,843.76708,0.77647,,,,
24.1743,844.5226,0.75552,,,,
7.8521,845.29335,0.77075,,,,
1.68296,846.06469,0.77134,,,,
-3.73149,846.81979,0.7551,,,,
9.3803,847.5844,0.76461,,,,
17.2013,848.35337,0.76897,,,,
27.588,849.1291,0.77573,,,,
8.41322,849.89835,0.76925,,,,
33.5589,850.65476,0.75641,,,,
14.5373,851.41776,0.763,,,,
13.7691,852.18995,0.77219,,,,
31.2654,852.95681,0.76686,,,,
26.089,853.73142,0.77461,,,,
23.2756,854.48587,0.75445,,,,
26.2253,855.25738,0.77151,,,,
22.4637,856.0256,0.76822,,,,
20.4227,856.78144,0.75584,,,,
0.810082,857.55544,0.774,,,,
16.2792,858.32379,0.76835,,,,
28.2917,859.08911,0.76532,,,,
-14.2437,859.8603,0.77119,,,,
14.6587,860.62587,0.76557,,,,
29.9619,861.38602,0.76015,,,,
26.1868,862.15394,0.76792,,,,
32.0364,862.92809,0.77415,,,,
22.7295,863.69922,0.77113,,,,
29.0987,864.45629,0.75707,,,,
13.7116,865.22793,0.77164,,,,
28.7081,865.98804,0.76011,,,,
28.5608,866.76208,0.77404,,,,
19.4266,867.51923,0.75715,,,,
15.4172,868.2965,0.77727,,,,
17.3379,869.04986,0.75336,,,,
16.8996,869.82627,0.77641,,,,
14.3091,870.58289,0.75662,,,,
19.9111,871.35523,0.77234,,,,
29.3868,872.12566,0.77043,,,,
26.0076,872.8944,0.76874,,,,
32.2565,873.65433,0.75993,,,,
14.5214,874.42729,0.77296,,,,
21.437,875.19689,0.7696,,,,
35.1175,875.95521,0.75832,,,,
9.72676,876.72555,0.77034,,,,
18.6078,877.48324,0.75769,,,,
33.6376,878.25031,0.76707,,,,
48.0979,879.01781,0.7675,,,,
29.4165,879.79041,0.7726,,,,
15.2812,880.55431,0.7639,,,,
18.6088,881.32602,0.77171,,,,
32.0434,882.08197,0.75595,,,,
24.7283,882.85796,0.77599,,,,
31.3419,883.61533,0.75737,,,,
16.1741,884.39284,0.77751,,,,
30.8575,885.14618,0.75334,,,,
14.8207,885.92114,0.77496,,,,
2.20534,886.6898,0.76866,,,,
11.6699,887.45415,0.76435,,,,
12.2285,888.22143,0.76728,,,,
39.9548,888.97964,0.75821,,,,
25.2296,889.75545,0.77581,,,,
28.8207,890.52398,0.76853,,,,
12.7285,891.28262,0.75864,,,,
29.1914,892.05671,0.77409,,,,
27.3667,892.81567,0.75896,,,,
8.81602,893.58356,0.76789,,,,
24.3473,894.3469,0.76334,,,,
24.5276,895.12357,0.77667,,,,
28.2441,895.8773,0.75373,,,,
7.17549,896.65681,0.77951,,,,
25.1836,897.41259,0.75578,,,,
23.2039,898.18166,0.76907,,,,
2.8571,898.95363,0.77197,,,,
-1.41551,899.72462,0.77099,,,,
-14.4028,900.4798,0.75518,,,,
5.3853,901.24745,0.76765,,,,
10.9069,902.01075,0.7633,,,,
37.6394,902.79031,0.77956,,,,
22.2711,903.54971,0.7594,,,,
19.7427,904.31365,0.76394,,,,
30.9354,905.07559,0.76194,,,,
3.94116,905.8399,0.76431,,,,
10.0379,906.60638,0.76648,,,,
14.3069,907.37737,0.77099,,,,
35.0802,908.13958,0.76221,,,,
2.20812,908.90908,0.7695,,,,
24.8051,909.67485,0.76577,,,,
24.7769,910.4394,0.76455,,,,
18.989,911.2069,0.7675,,,,
14.8824,911.98079,0.77389,,,,
3.9719,912.75394,0.77315,,,,
26.3033,913.51528,0.76134,,,,
18.58,914.27431,0.75903,,,,
32.1455,915.04335,0.76904,,,,
37.6842,915.81344,0.77009,,,,
12.5536,916.5826,0.76916,,,,
19.4017,917.33868,0.75608,,,,
23.3853,918.11477,0.77609,,,,
24.7587,918.88358,0.76881,,,,
17.9618,919.65242,0.76884,,,,
24.0958,920.41187,0.75945,,,,
23.4778,921.17578,0.76391,,,,
39.1651,921.94283,0.76705,,,,
21.4288,922.71962,0.77679,,,,
24.8352,923.4875,0.76788,,,,
41.8307,924.24934,0.76184,,,,
18.5978,925.01474,0.7654,,,,
29.697,925.78406,0.76932,,,,
21.7442,926.55507,0.77101,,,,
26.3941,927.31774,0.76267,,,,
26.905,928.07799,0.76025,,,,
17.4499,928.86484,0.78685,,,,
32.7059,929.61881,0.75397,,,,
28.9199,930.37308,0.75427,,,,
15.1467,931.14004,0.76696,,,,
45.4866,931.91481,0.77477,,,,
34.0795,932.68277,0.76796,,,,
35.8456,933.44504,0.76227,,,,
0.168009,934.21182,0.76678,,,,
27.5678,934.97682,0.765,,,,
34.3091,935.74628,0.76946,,,,
27.3247,936.50086,0.75458,,,,
19.4168,937.28195,0.78109,,,,
31.2162,938.04853,0.76658,,,,
27.6814,938.81356,0.76503,,,,
17.4343,939.56976,0.7562,,,,
35.2046,940.34211,0.77235,,,,
21.4967,941.10574,0.76363,,,,
11.1323,941.87188,0.76614,,,,
27.388,942.63893,0.76705,,,,
26.9248,943.40549,0.76656,,,,
32.2347,944.16873,0.76324,,,,
14.7228,944.93386,0.76513,,,,
22.3859,945.703,0.76914,,,,
17.7306,946.46927,0.76627,,,,
16.7023,947.24082,0.77155,,,,
10.9746,948.00975,0.76893,,,,
19.2597,948.76641,0.75666,,,,
20.329,949.54415,0.77774,,,,
24.043,950.30173,0.75758,,,,
22.4002,951.07012,0.76839,,,,
32.5148,951.83676,0.76664,,,,
17.6865,952.60711,0.77035,,,,
19.3647,953.37383,0.76672,,,,
13.9403,954.14023,0.7664,,,,
18.2826,954.90795,0.76772,,,,
3.66408,955.6738,0.76585,,,,
15.8436,956.44069,0.76689,,,,
53.4252,957.20388,0.76319,,,,
15.3818,957.97463,0.77075,,,,
27.5484,958.73461,0.75998,,,,
13.5725,959.50303,0.76842,,,,
22.2448,960.26854,0.76551,,,,
26.8157,961.04713,0.77859,,,,
16.0897,961.80857,0.76144,,,,
10.447,962.5658,0.75723,,,,
18.3069,963.33492,0.76912,,,,
34.5532,964.10813,0.77321,,,,
31.8091,964.86257,0.75444,,,,
11.2821,965.63478,0.77221,,,,
19.2545,966.40598,0.7712,,,,
24.9375,967.1633,0.75732,,,,
18.0604,967.93363,0.77033,,,,
36.9785,968.70348,0.76985,,,,
33.8227,969.47125,0.76777,,,,
11.3234,970.23812,0.76687,,,,
10.2365,970.99352,0.7554,,,,
28.255,971.76476,0.77124,,,,
19.1614,972.53516,0.7704,,,,
11.3321,973.29184,0.75668,,,,
11.963,974.06575,0.77391,,,,
16.2358,974.8354,0.76965,,,,
13.5426,975.60576,0.77036,,,,
27.1482,976.36432,0.75856,,,,
28.8139,977.1405,0.77618,,,,
20.0222,977.90935,0.76885,,,,
28.8565,978.66343,0.75408,,,,
11.8122,979.43263,0.7692,,,,
36.9651,980.20184,0.76921,,,,
8.37918,980.97479,0.77295,,,,
27.6955,981.73109,0.7563,,,,
24.6366,982.50553,0.77444,,,,
-3.22809,983.27342,0.76789,,,,
29.5181,984.04052,0.7671,,,,
26.0682,984.79546,0.75494,,,,
22.5466,985.5721,0.77664,,,,
34.2081,986.34588,0.77378,,,,
6.34687,987.11553,0.76965,,,,
40.0432,987.86789,0.75236,,,,
36.5342,988.64791,0.78002,,,,
22.0468,989.41191,0.764,,,,
28.9827,990.17341,0.7615,,,,
27.6827,990.94901,0.7756,,,,
11.4484,991.71077,0.76176,,,,
25.8504,992.47515,0.76438,,,,
18.8594,993.24539,0.77024,,,,
30.3695,994.01754,0.77215,,,,
15.4402,994.77616,0.75862,,,,
27.1494,995.53608,0.75992,,,,
28.3973,996.30253,0.76645,,,,
22.597,997.08617,0.78364,,,,
24.7637,997.84124,0.75507,,,,
14.6844,998.61588,0.77464,,,,
19.099,999.38839,0.77251,,,,
13.288,1000.1414,0.75301,,,,
23.1822,1000.9128,0.7714,,,,
25.694,1001.6807,0.7679,,,,
23.7588,1002.4473,0.7666,,,,
22,1003.2133,0.766,,,,
24.5858,1003.9798,0.7665,,,,
15.1182,1004.7445,0.7647,,,,
2.05663,1005.5111,0.7666,,,,
19.9617,1006.2758,0.7647,,,,
-6.67884,1007.0423,0.7665,,,,
16.4945,1007.807,0.7647,,,,
21.0144,1008.5781,0.7711,,,,
15.3839,1009.355,0.7769,,,,
5.70192,1010.1087,0.7537,,,,
12.5032,1010.8787,0.77,,,,
27.9949,1011.6464,0.7677,,,,
15.7454,1012.4056,0.7592,,,,
21.9654,1013.183,0.7774,,,,
30.6772,1013.9463,0.7633,,,,
32.611,1014.7154,0.7691,,,,
24.6151,1015.4852,0.7698,,,,
14.1413,1016.2415,0.7563,,,,
38.8993,1017.0085,0.767,,,,
8.8382,1017.7802,0.7717,,,,
14.2148,1018.5453,0.7651,,,,
14.0604,1019.3106,0.7653,,,,
15.8433,1020.0735,0.7629,,,,
20.1805,1020.8466,0.7731,,,,
27.9076,1021.6131,0.7665,,,,
27.2687,1022.3846,0.7715,,,,
27.7292,1023.1354,0.7508,,,,
33.7505,1023.9026,0.7672,,,,
14.5893,1024.6826,0.78,,,,
26.6485,1025.4348,0.7522,,,,
25.5575,1026.2011,0.7663,,,,
22.7997,1026.9671,0.766,,,,
23.5242,1027.7358,0.7687,,,,
23.6987,1028.5053,0.7695,,,,
24.911,1029.2734,0.7681,,,,
31.2595,1030.0353,0.7619,,,,
32.693,1030.805,0.7697,,,,
37.378,1031.5725,0.7675,,,,
20.3817,1032.3453,0.7728,,,,
-2.82381,1033.1056,0.7603,,,,
18.091,1033.8661,0.7605,,,,
28.7376,1034.6374,0.7713,,,,
33.5177,1035.4085,0.7711,,,,
24.8264,1036.1749,0.7664,,,,
28.1719,1036.9404,0.7655,,,,
15.2833,1037.7081,0.7677,,,,
17.9613,1038.4732,0.7651,,,,
13.0449,1039.2414,0.7682,,,,
25.6306,1039.9996,0.7582,,,,
23.0517,1040.7717,0.7721,,,,
31.1995,1041.5448,0.7731,,,,
12.561,1042.3025,0.7577,,,,
32.671,1043.0728,0.7703,,,,
27.5499,1043.8435,0.7707,,,,
31.4695,1044.6105,0.767,,,,
12.4244,1045.3688,0.7583,,,,
14.7205,1046.1438,0.775,,,,
15.7321,1046.9036,0.7598,,,,
28.4839,1047.6768,0.7732,,,,
34.8061,1048.4356,0.7588,,,,
36.8263,1049.2114,0.7758,,,,
18.5198,1049.9798,0.7684,,,,
13.3031,1050.7361,0.7563,,,,
23.4552,1051.5074,0.7713,,,,
17.754,1052.278,0.7706,,,,
40.1982,1053.0359,0.7579,,,,
19.1076,1053.8113,0.7754,,,,
17.3813,1054.5709,0.7596,,,,
20.3592,1055.3387,0.7678,,,,
43.0808,1056.1115,0.7728,,,,
25.4017,1056.87,0.7585,,,,
17.0568,1057.6365,0.7665,,,,
29.5822,1058.3986,0.7621,,,,
33.3554,1059.1726,0.774,,,,
47.0808,1059.9422,0.7696,,,,
31.9713,1060.6984,0.7562,,,,
45.2992,1061.4749,0.7765,,,,
50.4078,1062.237,0.7621,,,,
43.3687,1063.0038,0.7668,,,,
24.0799,1063.7751,0.7713,,,,
48.0953,1064.5319,0.7568,,,,
48.4268,1065.301,0.7691,,,,
37.2254,1066.0698,0.7688,,,,
46.3846,1066.8357,0.7659,,,,
43.0579,1067.6034,0.7677,,,,
16.1524,1068.3724,0.769,,,,
41.4464,1069.1397,0.7673,,,,
42.9392,1069.9058,0.7661,,,,
13.0214,1070.6645,0.7587,,,,
48.4097,1071.4362,0.7717,,,,
42.3912,1072.2044,0.7682,,,,
46.9166,1072.9764,0.772,,,,
43.0913,1073.7362,0.7598,,,,
40.9306,1074.5058,0.7696,,,,
4.55703,1075.2754,0.7696,,,,
42.5628,1076.0278,0.7524,,,,
45.7077,1076.8013,0.7735,,,,
49.3374,1077.5636,0.7623,,,,
43.1242,1078.3376,0.774,,,,
24.4316,1079.1021,0.7645,,,,
6.44505,1079.8639,0.7618,,,,
30.7315,1080.6327,0.7688,,,,
31.924,1081.4048,0.7721,,,,
42.765,1082.1629,0.7581,,,,
30.4002,1082.9323,0.7694,,,,
24.8813,1083.7077,0.7754,,,,
36.9327,1084.4693,0.7616,,,,
49.4351,1085.2335,0.7642,,,,
39.1036,1085.9994,0.7659,,,,
32.4024,1086.7685,0.7691,,,,
29.4099,1087.5357,0.7672,,,,
17.941,1088.2963,0.7606,,,,
18.3279,1089.062,0.7657,,,,
24.5533,1089.8269,0.7649,,,,
30.6007,1090.5939,0.767,,,,
22.2356,1091.3652,0.7713,,,,
38.6671,1092.1399,0.7747,,,,
30.3043,1092.8965,0.7566,,,,
34.5048,1093.6687,0.7722,,,,
29.4495,1094.4305,0.7618,,,,
-1.91466,1095.1957,0.7652,,,,
28.3599,1095.9629,0.7672,,,,
23.9649,1096.7316,0.7687,,,,
-4.52596,1097.4953,0.7637,,,,
51.4464,1098.2617,0.7664,,,,
30.4212,1099.0325,0.7708,,,,
38.4842,1099.8033,0.7708,,,,
44.9162,1100.571,0.7677,,,,
36.0482,1101.341,0.77,,,,
24.1812,1102.1119,0.7709,,,,
39.5366,1102.8705,0.7586,,,,
54.3735,1103.6413,0.7708,,,,
16.3705,1104.3965,0.7552,,,,
22.9599,1105.1688,0.7723,,,,
23.5992,1105.9369,0.7681,,,,
33.9641,1106.7047,0.7678,,,,
45.1057,1107.4677,0.763,,,,
23.9966,1108.2345,0.7668,,,,
52.1864,1108.997,0.7625,,,,
36.0913,1109.7772,0.7802,,,,
37.3012,1110.5411,0.7639,,,,
19.6258,1111.3035,0.7624,,,,
21.2487,1112.073,0.7695,,,,
27.4947,1112.8333,0.7603,,,,
29.8114,1113.6025,0.7692,,,,
42.8215,1114.371,0.7685,,,,
35.3249,1115.1288,0.7578,,,,
45.0062,1115.8955,0.7667,,,,
36.2725,1116.6738,0.7783,,,,
32.9375,1117.4367,0.7629,,,,
39.7026,1118.1986,0.7619,,,,
21.4043,1118.9802,0.7816,,,,
53.7133,1119.7318,0.7516,,,,
48.9257,1120.5018,0.77,,,,
52.1556,1121.2761,0.7743,,,,
32.964,1122.0314,0.7553,,,,
