Distance,Time,yyyy-mm-dd_HH-MM-SS
-63.6253,66.79831,2024-07-15_17-15-30
-69.1016,67.55829,2024-07-15_17-15-31
-68.5112,68.33422,2024-07-15_17-15-32
-73.1348,69.09259,2024-07-15_17-15-32
-70.2826,69.86753,2024-07-15_17-15-33
-62.9332,70.6376,2024-07-15_17-15-34
-68.4342,71.38927,2024-07-15_17-15-35
-66.6375,72.16512,2024-07-15_17-15-35
-71.906,72.93735,2024-07-15_17-15-36
-61.8822,73.7085,2024-07-15_17-15-37
-69.8119,74.47821,2024-07-15_17-15-38
-57.9401,75.23257,2024-07-15_17-15-39
-71.0119,76.00424,2024-07-15_17-15-39
-76.866,76.76414,2024-07-15_17-15-40
-72.7438,77.54112,2024-07-15_17-15-41
-68.6191,78.30618,2024-07-15_17-15-42
-72.4619,79.07525,2024-07-15_17-15-42
-67.101,79.82952,2024-07-15_17-15-43
-65.9666,80.6035,2024-07-15_17-15-44
-71.5767,81.36725,2024-07-15_17-15-45
-63.1262,82.14064,2024-07-15_17-15-45
-63.8349,82.90932,2024-07-15_17-15-46
-60.7709,83.66579,2024-07-15_17-15-47
-56.6851,84.43155,2024-07-15_17-15-48
-60.3928,85.19637,2024-07-15_17-15-49
-57.2329,85.9598,2024-07-15_17-15-49
-65.282,86.74128,2024-07-15_17-15-50
-69.5736,87.50471,2024-07-15_17-15-51
-63.7543,88.27115,2024-07-15_17-15-52
-73.6389,89.02827,2024-07-15_17-15-52
-66.9102,89.79778,2024-07-15_17-15-53
-72.9813,90.56773,2024-07-15_17-15-54
-60.6074,91.33486,2024-07-15_17-15-55
-65.6097,92.09867,2024-07-15_17-15-55
-66.2475,92.86672,2024-07-15_17-15-56
-68.7749,93.63593,2024-07-15_17-15-57
-61.3575,94.39449,2024-07-15_17-15-58
-66.2305,95.16192,2024-07-15_17-15-58
-59.1787,95.92928,2024-07-15_17-15-59
-70.5133,96.69414,2024-07-15_17-16-00
-72.8419,97.45924,2024-07-15_17-16-01
-61.686,98.22969,2024-07-15_17-16-02
-60.9125,98.9949,2024-07-15_17-16-02
-61.5945,99.75997,2024-07-15_17-16-03
-62.6305,100.5391,2024-07-15_17-16-04
-62.1468,101.2923,2024-07-15_17-16-05
-71.4988,102.0684,2024-07-15_17-16-05
-70.7149,102.8317,2024-07-15_17-16-06
-72.8711,103.6056,2024-07-15_17-16-07
-66.2546,104.3702,2024-07-15_17-16-08
-67.2105,105.1268,2024-07-15_17-16-08
-73.8769,105.8912,2024-07-15_17-16-09
-78.0157,106.673,2024-07-15_17-16-10
-74.5006,107.4365,2024-07-15_17-16-11
-67.3976,108.2006,2024-07-15_17-16-12
-66.3427,108.961,2024-07-15_17-16-12
-74.4334,109.7324,2024-07-15_17-16-13
-73.1049,110.4961,2024-07-15_17-16-14
-75.9069,111.2635,2024-07-15_17-16-15
-73.4978,112.0347,2024-07-15_17-16-15
-64.4728,112.7921,2024-07-15_17-16-16
-68.8678,113.5682,2024-07-15_17-16-17
-71.3354,114.3243,2024-07-15_17-16-18
-67.2113,115.1008,2024-07-15_17-16-18
-66.7955,115.8608,2024-07-15_17-16-19
-64.778,116.6346,2024-07-15_17-16-20
-68.7091,117.4059,2024-07-15_17-16-21
-63.9114,118.1765,2024-07-15_17-16-22
-60.5369,118.9342,2024-07-15_17-16-22
-66.4231,119.7103,2024-07-15_17-16-23
-74.7181,120.4677,2024-07-15_17-16-24
-62.0605,121.2349,2024-07-15_17-16-25
-75.2488,122.0062,2024-07-15_17-16-25
-64.4335,122.7632,2024-07-15_17-16-26
-70.1836,123.5378,2024-07-15_17-16-27
-58.6136,124.3054,2024-07-15_17-16-28
-67.1038,125.0638,2024-07-15_17-16-28
-70.6754,125.8393,2024-07-15_17-16-29
-74.6082,126.5952,2024-07-15_17-16-30
-65.0431,127.3665,2024-07-15_17-16-31
-73.1678,128.1267,2024-07-15_17-16-31
-66.0794,128.9022,2024-07-15_17-16-32
-71.4674,129.6734,2024-07-15_17-16-33
-71.5594,130.4346,2024-07-15_17-16-34
-67.2273,131.2072,2024-07-15_17-16-35
-62.7916,131.963,2024-07-15_17-16-35
-65.6857,132.7385,2024-07-15_17-16-36
-70.0212,133.4977,2024-07-15_17-16-37
-67.5833,134.2615,2024-07-15_17-16-38
-68.3659,135.0369,2024-07-15_17-16-38
-64.022,135.8059,2024-07-15_17-16-39
-58.202,136.5717,2024-07-15_17-16-40
-63.3402,137.3338,2024-07-15_17-16-41
-64.1027,138.095,2024-07-15_17-16-41
-66.79,138.8704,2024-07-15_17-16-42
-66.9601,139.6366,2024-07-15_17-16-43
-70.613,140.3989,2024-07-15_17-16-44
-80.2791,141.1613,2024-07-15_17-16-44
-64.631,141.9374,2024-07-15_17-16-45
-70.3018,142.7004,2024-07-15_17-16-46
-63.562,143.4641,2024-07-15_17-16-47
-63.0341,144.2287,2024-07-15_17-16-48
-67.1989,144.9982,2024-07-15_17-16-48
-63.9851,145.7647,2024-07-15_17-16-49
-62.4138,146.5384,2024-07-15_17-16-50
-64.6737,147.3011,2024-07-15_17-16-51
-62.9074,148.0611,2024-07-15_17-16-51
-71.1843,148.837,2024-07-15_17-16-52
-65.6761,149.5943,2024-07-15_17-16-53
-70.2807,150.3583,2024-07-15_17-16-54
-64.6343,151.131,2024-07-15_17-16-54
-63.5746,151.906,2024-07-15_17-16-55
-63.3641,152.6618,2024-07-15_17-16-56
-68.703,153.4379,2024-07-15_17-16-57
-60.6035,154.1985,2024-07-15_17-16-58
-66.9665,154.9574,2024-07-15_17-16-58
-72.3113,155.7339,2024-07-15_17-16-59
-61.6898,156.4918,2024-07-15_17-17-00
-74.4157,157.2693,2024-07-15_17-17-01
-63.9646,158.0312,2024-07-15_17-17-01
-62.3746,158.7919,2024-07-15_17-17-02
-72.3874,159.5694,2024-07-15_17-17-03
-69.5137,160.3253,2024-07-15_17-17-04
-62.0745,161.0982,2024-07-15_17-17-04
-58.2514,161.8575,2024-07-15_17-17-05
-63.2277,162.6342,2024-07-15_17-17-06
-64.333,163.3945,2024-07-15_17-17-07
-53.7225,164.1647,2024-07-15_17-17-07
-62.1406,164.9306,2024-07-15_17-17-08
-51.7565,165.6963,2024-07-15_17-17-09
-61.1379,166.4656,2024-07-15_17-17-10
-58.3277,167.2267,2024-07-15_17-17-11
-51.4875,167.9911,2024-07-15_17-17-11
-53.2252,168.7673,2024-07-15_17-17-12
-57.1464,169.527,2024-07-15_17-17-13
-64.1527,170.3021,2024-07-15_17-17-14
-65.4368,171.063,2024-07-15_17-17-14
-56.2874,171.8208,2024-07-15_17-17-15
-61.6358,172.599,2024-07-15_17-17-16
-58.7898,173.3592,2024-07-15_17-17-17
-65.037,174.1335,2024-07-15_17-17-17
-60.697,174.8948,2024-07-15_17-17-18
-66.0238,175.6577,2024-07-15_17-17-19
-59.251,176.4337,2024-07-15_17-17-20
-64.0844,177.191,2024-07-15_17-17-21
-54.4603,177.9665,2024-07-15_17-17-21
-60.3817,178.7259,2024-07-15_17-17-22
-62.5628,179.5015,2024-07-15_17-17-23
-61.4798,180.2578,2024-07-15_17-17-24
-59.7619,181.0363,2024-07-15_17-17-24
-65.6191,181.7937,2024-07-15_17-17-25
-59.7949,182.555,2024-07-15_17-17-26
-64.2854,183.333,2024-07-15_17-17-27
-63.5419,184.0959,2024-07-15_17-17-27
-58.6027,184.8572,2024-07-15_17-17-28
-64.7169,185.6325,2024-07-15_17-17-29
-56.7976,186.3987,2024-07-15_17-17-30
-59.1961,187.1558,2024-07-15_17-17-30
-62.1406,187.9358,2024-07-15_17-17-31
-52.7931,188.6956,2024-07-15_17-17-32
-55.0021,189.4553,2024-07-15_17-17-33
-67.2194,190.2295,2024-07-15_17-17-34
-54.5292,191.0038,2024-07-15_17-17-34
-62.9705,191.7652,2024-07-15_17-17-35
-57.3034,192.5292,2024-07-15_17-17-36
-61.6659,193.3008,2024-07-15_17-17-37
-61.7043,194.0618,2024-07-15_17-17-37
-58.511,194.8335,2024-07-15_17-17-38
-69.4724,195.5916,2024-07-15_17-17-39
-70.4343,196.3688,2024-07-15_17-17-40
-69.9566,197.1262,2024-07-15_17-17-40
-70.7572,197.9021,2024-07-15_17-17-41
-63.7628,198.6614,2024-07-15_17-17-42
-58.2488,199.437,2024-07-15_17-17-43
-54.273,200.1934,2024-07-15_17-17-44
-62.5094,200.9635,2024-07-15_17-17-44
-49.7006,201.7278,2024-07-15_17-17-45
-48.9939,202.506,2024-07-15_17-17-46
-59.7566,203.2597,2024-07-15_17-17-47
-62.7851,204.0377,2024-07-15_17-17-47
-60.8589,204.7919,2024-07-15_17-17-48
-61.2155,205.5599,2024-07-15_17-17-49
-57.1932,206.3284,2024-07-15_17-17-50
-62.4704,207.103,2024-07-15_17-17-50
-65.1718,207.8662,2024-07-15_17-17-51
-55.8374,208.6263,2024-07-15_17-17-52
-55.2283,209.3985,2024-07-15_17-17-53
-57.4296,210.1656,2024-07-15_17-17-53
-67.5173,210.9271,2024-07-15_17-17-54
-62.4596,211.6996,2024-07-15_17-17-55
-51.2776,212.4612,2024-07-15_17-17-56
-52.5435,213.2212,2024-07-15_17-17-57
-60.4015,213.9916,2024-07-15_17-17-57
-58.2417,214.7586,2024-07-15_17-17-58
-50.7762,215.5254,2024-07-15_17-17-59
-55.6957,216.3017,2024-07-15_17-18-00
-61.3165,217.0556,2024-07-15_17-18-00
-56.411,217.8226,2024-07-15_17-18-01
-49.1731,218.6007,2024-07-15_17-18-02
-53.4828,219.3674,2024-07-15_17-18-03
-49.9899,220.1208,2024-07-15_17-18-03
-58.5873,220.8996,2024-07-15_17-18-04
-63.8667,221.661,2024-07-15_17-18-05
-51.9364,222.4217,2024-07-15_17-18-06
-47.6224,223.1969,2024-07-15_17-18-07
-56.0873,223.9655,2024-07-15_17-18-07
-56.9053,224.7273,2024-07-15_17-18-08
-60.942,225.5073,2024-07-15_17-18-09
-53.7509,226.2751,2024-07-15_17-18-10
-59.7858,227.0257,2024-07-15_17-18-10
-49.6223,227.8058,2024-07-15_17-18-11
-56.2392,228.5742,2024-07-15_17-18-12
-51.1776,229.3368,2024-07-15_17-18-13
-56.9373,230.1026,2024-07-15_17-18-13
-60.9207,230.879,2024-07-15_17-18-14
-56.5901,231.6351,2024-07-15_17-18-15
-54.1694,232.402,2024-07-15_17-18-16
-61.1642,233.1789,2024-07-15_17-18-17
-47.1052,233.9463,2024-07-15_17-18-17
-52.7153,234.7111,2024-07-15_17-18-18
-47.9465,235.4776,2024-07-15_17-18-19
-54.209,236.2422,2024-07-15_17-18-20
-52.06,237.0102,2024-07-15_17-18-20
-55.3123,237.768,2024-07-15_17-18-21
-45.5454,238.5409,2024-07-15_17-18-22
-41.0683,239.3019,2024-07-15_17-18-23
-48.5213,240.0808,2024-07-15_17-18-23
-42.3644,240.8471,2024-07-15_17-18-24
-41.7649,241.6128,2024-07-15_17-18-25
-57.9694,242.373,2024-07-15_17-18-26
-46.4317,243.133,2024-07-15_17-18-26
-51.3307,243.9105,2024-07-15_17-18-27
-51.481,244.6707,2024-07-15_17-18-28
-46.64,245.4464,2024-07-15_17-18-29
-40.6868,246.2034,2024-07-15_17-18-30
-52.5869,246.9735,2024-07-15_17-18-30
-46.7168,247.7456,2024-07-15_17-18-31
-51.9113,248.5045,2024-07-15_17-18-32
-49.122,249.2815,2024-07-15_17-18-33
-49.2422,250.0404,2024-07-15_17-18-33
-50.7273,250.8087,2024-07-15_17-18-34
-45.9076,251.5804,2024-07-15_17-18-35
-52.0043,252.3358,2024-07-15_17-18-36
-46.3347,253.1009,2024-07-15_17-18-36
-38.0882,253.8818,2024-07-15_17-18-37
-46.3779,254.6409,2024-07-15_17-18-38
-45.0168,255.4181,2024-07-15_17-18-39
-53.8397,256.1826,2024-07-15_17-18-40
-39.8739,256.9415,2024-07-15_17-18-40
-44.4492,257.7054,2024-07-15_17-18-41
-45.2658,258.4702,2024-07-15_17-18-42
-52.5428,259.2374,2024-07-15_17-18-43
-50.9484,260.0189,2024-07-15_17-18-43
-47.8286,260.7828,2024-07-15_17-18-44
-52.2205,261.5466,2024-07-15_17-18-45
-47.4909,262.3156,2024-07-15_17-18-46
-55.6937,263.0725,2024-07-15_17-18-46
-49.6055,263.844,2024-07-15_17-18-47
-38.219,264.6107,2024-07-15_17-18-48
-54.7112,265.3779,2024-07-15_17-18-49
-45.3173,266.135,2024-07-15_17-18-49
-43.8592,266.9089,2024-07-15_17-18-50
-35.7026,267.6698,2024-07-15_17-18-51
-39.5447,268.4436,2024-07-15_17-18-52
-45.6613,269.2002,2024-07-15_17-18-53
-36.3393,269.9733,2024-07-15_17-18-53
-46.8385,270.7427,2024-07-15_17-18-54
-37.2979,271.5031,2024-07-15_17-18-55
-41.6591,272.271,2024-07-15_17-18-56
-36.9063,273.0411,2024-07-15_17-18-56
-36.9755,273.8047,2024-07-15_17-18-57
-36.2135,274.571,2024-07-15_17-18-58
-41.9791,275.332,2024-07-15_17-18-59
-38.646,276.1126,2024-07-15_17-18-59
-29.924,276.8669,2024-07-15_17-19-00
-36.7174,277.6359,2024-07-15_17-19-01
-37.3274,278.4062,2024-07-15_17-19-02
-34.1071,279.1784,2024-07-15_17-19-03
-37.4654,279.9441,2024-07-15_17-19-03
-38.2126,280.7083,2024-07-15_17-19-04
-42.6439,281.4722,2024-07-15_17-19-05
-43.6081,282.2423,2024-07-15_17-19-06
-40.1309,283.0052,2024-07-15_17-19-06
-36.4206,283.7692,2024-07-15_17-19-07
-45.6159,284.5332,2024-07-15_17-19-08
-48.7505,285.3042,2024-07-15_17-19-09
-45.9689,286.0707,2024-07-15_17-19-09
-36.6259,286.8392,2024-07-15_17-19-10
-37.1326,287.6109,2024-07-15_17-19-11
-40.7228,288.3674,2024-07-15_17-19-12
-36.3728,289.1394,2024-07-15_17-19-12
-45.5566,289.9093,2024-07-15_17-19-13
-40.6761,290.6656,2024-07-15_17-19-14
-44.9258,291.4313,2024-07-15_17-19-15
-42.1532,292.197,2024-07-15_17-19-16
-41.111,292.9676,2024-07-15_17-19-16
-41.3902,293.735,2024-07-15_17-19-17
-44.7404,294.5106,2024-07-15_17-19-18
-31.2292,295.2764,2024-07-15_17-19-19
-36.2619,296.0418,2024-07-15_17-19-19
-38.2506,296.8053,2024-07-15_17-19-20
-41.2681,297.5635,2024-07-15_17-19-21
-42.048,298.3344,2024-07-15_17-19-22
-36.6511,299.1081,2024-07-15_17-19-22
-45.1857,299.8657,2024-07-15_17-19-23
-41.8733,300.6349,2024-07-15_17-19-24
-39.391,301.4054,2024-07-15_17-19-25
-41.342,302.1764,2024-07-15_17-19-26
-37.2368,302.9279,2024-07-15_17-19-26
-40.7008,303.7026,2024-07-15_17-19-27
-44.1056,304.4698,2024-07-15_17-19-28
-39.5188,305.2396,2024-07-15_17-19-29
-42.8447,305.9994,2024-07-15_17-19-29
-37.5924,306.7733,2024-07-15_17-19-30
-34.6537,307.5335,2024-07-15_17-19-31
-31.8972,308.3061,2024-07-15_17-19-32
-43.2268,309.0737,2024-07-15_17-19-32
-41.993,309.8344,2024-07-15_17-19-33
-35.6278,310.6011,2024-07-15_17-19-34
-41.5463,311.3661,2024-07-15_17-19-35
-36.9221,312.131,2024-07-15_17-19-35
-38.3749,312.9012,2024-07-15_17-19-36
-38.557,313.6745,2024-07-15_17-19-37
-36.36,314.4389,2024-07-15_17-19-38
-35.5017,315.2055,2024-07-15_17-19-39
-35.4838,315.9658,2024-07-15_17-19-39
-35.0973,316.7317,2024-07-15_17-19-40
-31.9783,317.5031,2024-07-15_17-19-41
-42.1916,318.2746,2024-07-15_17-19-42
-26.7151,319.0388,2024-07-15_17-19-42
-42.4192,319.8107,2024-07-15_17-19-43
-34.6031,320.569,2024-07-15_17-19-44
-27.5391,321.342,2024-07-15_17-19-45
-25.15,322.1077,2024-07-15_17-19-45
-32.8966,322.8751,2024-07-15_17-19-46
-35.881,323.6477,2024-07-15_17-19-47
-31.3156,324.4037,2024-07-15_17-19-48
-33.3189,325.1791,2024-07-15_17-19-49
-37.6975,325.9466,2024-07-15_17-19-49
-37.955,326.7117,2024-07-15_17-19-50
-37.2798,327.4799,2024-07-15_17-19-51
-43.1454,328.247,2024-07-15_17-19-52
-30.1214,329.0013,2024-07-15_17-19-52
-26.3578,329.7725,2024-07-15_17-19-53
-39.9441,330.5424,2024-07-15_17-19-54
-35.9419,331.3129,2024-07-15_17-19-55
-35.6152,332.0733,2024-07-15_17-19-55
-34.3837,332.8415,2024-07-15_17-19-56
-36.6752,333.6012,2024-07-15_17-19-57
-39.1386,334.3708,2024-07-15_17-19-58
-34.1328,335.1454,2024-07-15_17-19-58
-33.7335,335.9128,2024-07-15_17-19-59
-32.7585,336.6695,2024-07-15_17-20-00
-40.9315,337.4429,2024-07-15_17-20-01
-37.2704,338.2,2024-07-15_17-20-02
-31.7138,338.9709,2024-07-15_17-20-02
-33.578,339.7411,2024-07-15_17-20-03
-27.5906,340.5066,2024-07-15_17-20-04
-26.1816,341.2724,2024-07-15_17-20-05
-25.236,342.0378,2024-07-15_17-20-05
-39.5735,342.81,2024-07-15_17-20-06
-37.0096,343.5665,2024-07-15_17-20-07
-25.4464,344.3729,2024-07-15_17-20-08
-38.4346,345.1033,2024-07-15_17-20-08
-38.8701,345.8799,2024-07-15_17-20-09
-28.688,346.649,2024-07-15_17-20-10
-31.4717,347.4119,2024-07-15_17-20-11
